Title,Date,Image URL,Likes Count
A Complete Guide to Hotel Marketing Strategy for 2023,"APRIL 30, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/A-Complete-Guide-to-Hotel-Marketing-Strategy-_1_.webp,3
Latin America’s Hospitality Industry is Ready to Take the AI Leap into the Future,"APRIL 27, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/04/Latin-Americas-Hospitality-Industry-is-Ready-to-Take-the-AI-Leap-into-the-Future-1.jpg,4
Sustainability: The Conversation We Need To Have With ChatGPT Today,"APRIL 27, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/06/Kamesh-Shukla-on-Sustainable-Travel.webp,4
Here's Why You Should Care About Hotel Content Management & Distribution,"APRIL 22, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/04/Content-Management-2-Why-Should-You-Care-About-Hotel-Content-Management-Distribution-scaled.webp,7
Why Ease of Use is the Core of any Booking Engine?,"APRIL 15, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/04/Why-Ease-of-Use-is-the-Core-of-any-Booking-Engine.webp,7
Why is Security Critical for a Booking Engine?,"APRIL 14, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/05/Why-is-Security-Critical-for-a-Hotel-Booking-Engine-scaled.webp,7
Thank You Booking.com For Showing Us The Future,"APRIL 13, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/04/boooking-com-blog-1.jpg,4
How to Evaluate a Booking Engine?,"APRIL 13, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/05/How-do-you-Evaluate-a-Hotel-Booking-Engine-scaled.webp,7
All You Need to Know About a Hotel Booking Engine,"APRIL 12, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/05/All-You-Need-to-Know-About-a-Hotel-Booking-Engine-scaled.webp,3
Revolutionizing Guest Experiences and Revenue Management with AI,"APRIL 6, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/04/MicrosoftTeams-image-8.jpg,9
What is Direct Booking?,"APRIL 5, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/04/what-is-a-direct-booking.jpg,9
The Relevance of Content for Hotels,"APRIL 1, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/04/Content-Management-1-What-is-the-Relevance-of-Content-for-Hotels-scaled.webp,4
Leading the Way: Top 8 Hospitality Technology Trends to Watch in 2023,"MARCH 21, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/03/MicrosoftTeams-image-2-1.jpg,6
A Complete Guide to Hotel Connectivity & Distribution,"MARCH 21, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/03/A-Complete-Guide-to-Hotel-Connectivity-_-Distribution.webp,3
Revolutionizing the Hospitality Industry: The Role of Advanced Channel Managers in Driving Hotel Business Growth,"MARCH 16, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/03/MicrosoftTeams-image-3-1.jpg,4
What are Hotel Industry Statistics?,"MARCH 6, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/05/What-are-the-Key-Hotel-Industry-Statistics-scaled.webp,4
The Data Goldmine: The 3 Step Process to Unlocking the Power of Guest Data,"FEBRUARY 15, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/02/MicrosoftTeams-image-1.jpg,4
How To Use Guest Messaging To Improve Revenue,"JANUARY 31, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/How-To-Use-Guest-Messaging-To-Improve-Revenue.jpg,4
Spin Around the Challenges of an Economic Downturn with AI-Enabled Solutions,"JANUARY 30, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/MicrosoftTeams-image.jpg,3
What is a Hotel Property Management System (PMS)?,"JANUARY 23, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/hotel-revenue-management-system-900x450.jpg,4
Unlocking A New Level Of Luxury For Dubai: The Rising Need For Technology,"JANUARY 20, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/creating-a-picture-perfect-guest-experience-in-dubai.jpg,3
Troubleshooting Guest Engagement: Is the Answer in the Palm of your Hands?,"JANUARY 6, 2023",https://rategaincom.wpenginepowered.com/wp-content/uploads/2023/01/MicrosoftTeams-image-6.jpg,5
No Shortage of Guest Engagement Despite Labour Shortage in the UK: Why Technology is the Answer,"DECEMBER 23, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/uk-banner-1.jpg,4
Journey to better guest satisfaction: Why digitisation is the shortcut you need,"DECEMBER 16, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/engage-banner-1.jpg,3
7 Tips for A Booking-friendly Hotel Website,"DECEMBER 12, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/7-tips-for-a-booking-friendly-hotel-website-blog-banner.jpg,3
The Problem In Paradise: What The Hotels Of Maldives Need To Know,"DECEMBER 6, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/12/Top-banner-2.jpg,3
The Good Side Of AI: Read Between The Lines To Understand Your Guests’ Feelings,"NOVEMBER 11, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/11/sentiment-mapping-1-1.jpg,2
Preparing for the Future of Air Travel Demand,"NOVEMBER 4, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Preparing-for-the-Future-of-Air-Travel-Demand.jpg,1
Digital Hospitality: No Longer An Oxymoron,"NOVEMBER 3, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/11/Digital-Hosp_Banner-1-scaled.jpg,1
Peak Experience For The Peak Season,"OCTOBER 27, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Peak-Experience-For-Peak-Season.webp,2
Forward-looking Insights on Travel Demand: Top Trending Cities in Asia (Oct – Dec 2022),"OCTOBER 24, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Forward-looking-Insights-on-Travel-Demand-Top-Trending-Cities-in-Asia.webp,2
Guest Dissatisfaction: De-mystified,"OCTOBER 19, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Guest-Dissatisfaction.webp,2
Beyond Just Emojis: Leveraging WhatsApp To Improve Guest Experience,"OCTOBER 11, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/beyond-just-blog-img.webp,2
Experiences Above All: The Long and Short of Guest Experiences,"OCTOBER 6, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/guests-experience.webp,1
Humans Of RateGain: Q&A With Mark Haywood,"OCTOBER 4, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/Rategain-Partnership.webp,1
India’s Festive Season Travel Outlook,"OCTOBER 3, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/10/ezgif.com-gif-maker-6.webp,2
Productivity For The Front Desk: What Has Changed,"SEPTEMBER 27, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Productivity-For-The-Front-Desk-What-Has-Changed.webp,3
How Can Scoring Content Help Hotels Drive More Bookings,"SEPTEMBER 20, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Drive-more-bookings.webp,3
New Data Sources To Help Commercial Teams Make Better Decisions,"SEPTEMBER 20, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/New-Data-Sources-that-can-help-commercial-teams-make-better-decisions-1.webp,3
Hotel Online Bookings Can Be More Profitable,"SEPTEMBER 20, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/09/Hotel-Online-Bookings-Can-Be-More-Profitable.webp,3
Bridging Silos in Commercial Teams Post Pandemic,"AUGUST 25, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/08/Post-pandemic.webp,7
Data Transparency: The New Way to Collaborate in Commercial Teams,"AUGUST 25, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/08/Data-Transparency.webp,7
Are Middle East Hoteliers Ready for the Next Big Shift?,"JULY 18, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/07/Are-Middle-East-Hoteliers-Ready-for-the-Next-Big-Shift.jpg,5
Artificial Intelligence in the Hospitality Industry : The Future,"JULY 13, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Blog-En-2-1.jpg,6
What is Engage-AI? What are the benefits of using Engage-AI?,"JULY 7, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Blog-En-1.jpg,7
Enjoy Greater Conversions by Offering Mobile Rates to your Prospective Customers,"JUNE 30, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Enjoy-greater-conversions-by-offering-Mobile-Rates-to-your-prospective-customers.jpg,7
Improving Business by Offering Country Rates to Prospective Customers,"JUNE 21, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/06/Improving-Business-by-Offering-Country-Rates-to-Prospective-Customers.jpg,6
The Role of Metasearch in Pandemic Recovery,"MAY 31, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/05/The-Role-of-Metasearch-in-Pandemic-Recovery.jpg,6
Why Forward-looking Demand Intelligence is all the More Important for a Destination and it's DMO Today?,"MARCH 31, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/Actionable-Accurate-Demand-Intelligence-for-DMOs-and-DMCs-1.jpg,5
How to Become a Genius and Drive-up Hotel Visibility and Occupancy Rates!,"MARCH 10, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/RateGain-RezGain-Become-a-Genius-and-drive-sales-banner.jpg,5
Airline Traveler Forecast: Can it help in anticipating demand better?,"MARCH 9, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/03/Leveling-up-Demand-Forecasting-through-Airline-Traveller-Forecast-3.jpg,6
How can User Experience Help Revenue Managers? Ask AirGain,"JANUARY 13, 2022",https://rategaincom.wpenginepowered.com/wp-content/uploads/2022/01/AirGain-new-blog.jpg,3
The Travel Manifesto for 2022,"DECEMBER 24, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/12/RateGain-Blog-Booking-Travel-Manifesto-for-2022.jpg,9
Marketing Technology in a Data-Driven Era,"OCTOBER 22, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Data-Driven-1.jpg,8
Usability and Accessibility – How they are making AirGain smarter for you!,"OCTOBER 5, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Usability-and-Accessibility-How-they-are-making-AirGain-smarter-for-you.jpg,10
Building a Culture of Empowerment,"OCTOBER 4, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/10/Building-a-Culture-of-Empowerment.jpg,8
Is The Future Of Forecasting Clear For Revenue Managers?,"SEPTEMBER 29, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/Is-The.jpg,10
Upcoming Launch: The New Room – Rate Management API will Help Distribution Teams Directly and Quickly Create/Retrieve a Multitude of Room Rate Types from RezGain,"SEPTEMBER 28, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/Directly-Manage-Rooms-and-Rates-from-RateGains-Channel-Manager-UI-to-Booking-com-2.jpg,5
How Revenue Managers Can Be Future Ready For The Next Crisis,"SEPTEMBER 23, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-revenue-managers-can-be-future-ready-for-the-next-crisis.jpg,9
How Can New Airlines Thrive the Post- Covid World,"SEPTEMBER 3, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-Can-New-Airlines-Thrive-In-A-Post-Covid-World-.jpg,4
Making Your Hotel Channel Manager Adapt to Your Day,"SEPTEMBER 1, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/How-to-Use-a-Channel-Manager-for-your-Hotel-Operations-if-You-have-Only-15-or-30-Minutes-in-the-Day.jpg,4
CarGain Canvas: Analytics that give you 360 degree control over your market,"SEPTEMBER 1, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/09/CarGain-Canvas.jpg,3
What Signals is the Summer of 2021 Giving Car Rentals?,"JULY 8, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/07/What-signals-is-the-summer-of-2021-giving-car-rentals.jpg,4
WHAT ARE YOUR PRONOUNS?,"JUNE 25, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/06/Inter-blog-1.jpg,9
Bringing More Speed and Agility to Airline Pricing for the Post-COVID Revenue Manager,"JUNE 15, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/06/Unearthing-the-power-and-simplicity-of-bulk-update-and-report-generation-on-AirGain-2.jpeg,5
The Current State of Airline Pricing post-Covid,"MAY 3, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/05/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,5
How can hoteliers get 2021 right with a solid pricing strategy as volatility in recovery persists,"MAY 3, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,5
Why We Must Tell a Visual Data Story,"APRIL 30, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/Why-we-data-story.jpg,5
Airlines Revenue Management Checklist for 2021,"APRIL 29, 2021",https://rategaincom.wpenginepowered.com/wp-content/uploads/2021/04/The-Revenue-Management-Checklist-for-2021-3.jpg,5
"Cap on Wedding Guests Might Pinch, But It's a Necessary Evil","DECEMBER 25, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Cap-on-wedding-guests-might-pinch-but-its-a-necessary-evil-3.jpg,3
"We have been Profitable Since Inception: Yogeesh Chandra- Global Head of Corporate Development, RateGain","DECEMBER 22, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/We-have-been-profitable-since-inception-3.jpg,3
Some Employees are Getting a New Job…At Their Old Job,"DECEMBER 21, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Some-employees-are-getting-a-new-job-1.jpg,5
Visioning The Post-COVID Era In Revenue Management,"DECEMBER 21, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Hospitality-Banner-no-cta.jpg,5
50% Rise in Bookings Not Enough for India to Catch Up With Global Recovery,"DECEMBER 21, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/New-Deal-Europe-Weekly-Update-on-Tourism-to-the-Balkan-Region-Week-24-1.jpg,5
Tech Skills That can Rebuild the Travel Industry,"DECEMBER 20, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Tech-skills-that-can-rebuild-the-travel-industry-1.jpg,5
After China can 'Revenge Travel' Happen in India?,"DECEMBER 18, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/After-China-can-Revenge-Travel-happen-in-India-1.jpg,4
Travel & Hospitality Sector Will Take 12-15 Months To Cross Pre-covid Level Hiring Figures: Industry Leaders,"DECEMBER 16, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Travel-hospitality-sector-will-take-12-15-months-to-cross-pre-Covid-level-hiring-figures-Industry-leaders-1.jpg,4
What Hotels Need to Know About the Staycation Boom,"DECEMBER 16, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/What-Hotels-Need-to-Know-About-the-Staycation-Boom-1.jpg,4
Here’s How Hoteliers Can Attract New Travelers in the Post-COVID Era,"DECEMBER 16, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Linkedin-no-cta.jpg,5
How Airline Revenue Management and Pricing Teams Respond to Revenue Volatility?,"DECEMBER 15, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/How-airline-revenue-management-and-pricing-teams-respond-to-revenue-volatility-1.jpg,5
Revenue Volatility in Airlines is Here to Stay: What can Revenue & Pricing Teams do About it?,"DECEMBER 15, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Revenue-volatility-in-airlines-is-here-to-stay-1.jpg,5
These New Car Rental Subscription Programs Will Get You There,"DECEMBER 15, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/These-New-Car-Rental-Subscription-Programs-Will-Get-You-There-2.jpg,5
"Pardon me, your politics are showing","DECEMBER 12, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/Pardon-me-your-politics-are-showing-1.jpg,4
"New Deal Europe Weekly Update on Tourism to the Balkan Region, Week 24","DECEMBER 12, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/12/New-Deal-Europe-Weekly-Update-on-Tourism-to-the-Balkan-Region-Week-24-1.jpg,4
See the Green Shoots of Recovery with Smart Distribution’s latest addition “Future Demand”,"OCTOBER 21, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/10/full-demand-banner-blog-1.jpg,5
Seven Tactics to Keep your Hotel's Distribution Healthy and Highly Profitable,"OCTOBER 7, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/10/Seven-Tactics-to-Keep-your-Hotels-Distribution-Healthy-and-Highly-Profitable-1.jpg,8
Bespoke Strategies for Opening the Doors to the European Market,"AUGUST 25, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/Bespoke-Strategies-for-Opening-the-Doors-to-the-European-Market.jpg,7
A New Era of Exploration is Coming to Hoteliers. Stay Tuned!,"AUGUST 20, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/A-New-Era-of-Exploration-is-Coming-to-Hoteliers.-Stay-Tuned.jpg,4
Perspectives with Saurabh Prakash: How Hotels Can Get Digital Right for Recovery,"AUGUST 14, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/08/millienium-1.jpg,4
Perspectives with Debojo: How Survival Became A Success Metric at SpiceJet,"JULY 22, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Spice-Blog-Blog.jpg,6
Strategies for Hoteliers to Get Back to Business for UK Market,"JULY 20, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/UK-Blog-Banner-1.jpg,6
Strategies for Hoteliers to Get Back to Business for Europe Market,"JULY 20, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Blog-Banner-EU-1.jpg,9
"Perspectives #8 with Ajay Bakaya, Managing Director, Sarovar Hotels and Resorts","JULY 14, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/07/Perspectives-8-with-Ajay-Bakaya-Managing-Director-Sarovar-Hotels-and-Resorts.jpg,4
Re-Taking The Skies : What Can Commercial Teams Do To Gear Up For A Full Return Of Airline Travel In The New Normal,"JUNE 30, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/Global-Aviation-Banner.jpg,3
React to Competitive Prices in Real Time with RateGain’s OPTIMA MarketDrone,"JUNE 15, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/React-to-Competitive-Prices-in-Real-Time-with-RG.jpg,4
Watch Your Language! Content in the New Hospitality Landscape,"JUNE 2, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/06/Hospitality-net-banner.jpg,4
Keeping Lights on During the Current COVID Crisis!,"MAY 5, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/05/Keeping-Lights-On-During-CoronaVirus-Crisis.jpg,4
"Hoteliers, Spot New Markets to Create New Revenues in a Post-COVID 19 World","APRIL 23, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/04/distribution-blog-1200x628-2-1.jpg,11
Social Media During COVID-19: Tourism Brands That Got It Right,"APRIL 21, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/04/Social-Media-During-COVID-19-Tourism-Brands-That-Got-It-Right.jpg,8
We Are Bracing Ourselves: Are You?,"MARCH 20, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/03/Covid-Blog.jpg,12
How to Capture Rate Integrity Issues in the Most Simplified Way,"MARCH 11, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/How-to-Capture-Rate-Integrity-Issues-in-the-Most-Simplified-Way-copy-1024x536-1.jpg,10
Top 3 Rate Disparity Cases Acceptable to a Revenue Manager,"MARCH 4, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/accpteable.jpg,13
Rate Integrity: A Brand New Way of Increasing Direct Bookings,"FEBRUARY 27, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Rate-Integrity-A-Brand-New-Way-of-Increasing-Direct-Bookings-.jpg,8
Why Choose Rate Intelligence Over Rate Shopping?,"FEBRUARY 19, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Why-Choose-Rate-Intelligence-Over-Rate-Shopping-1.jpg,11
Why a Rate Intelligence Experience Should Have the Best Art & Science Behind it,"FEBRUARY 5, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/02/Why-a-Rate-Intelligence-Experience-Should-Have-the-Best-Art-Science-Behind-it-v2-copy-1.jpg,11
Our Point of View on the Modern Age Distribution Ecosystem,"JANUARY 31, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/Distribution-blog-banner.jpg,6
Are You Leading A Future-Ready HR?,"JANUARY 29, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/HR-blog.jpg,7
5 Ways to Ace Hospitality Marketing in 2020,"JANUARY 20, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/5-Ways-to-Ace-Hospitality-Marketing-in-2020.jpg,5
Why UX is Instrumental for Revenue Management,"JANUARY 14, 2020",https://rategaincom.wpenginepowered.com/wp-content/uploads/2020/01/RateGain-Leveraging-UI-to-Create-Value_Blog.jpg,16
Visualizing Data Like a Pro: The Key to Unlock the Data Gold Mine,"DECEMBER 17, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/12/Visualizing-Data-Like-a-Pro-The-Key-to-Unlock-the-Data-Gold-Mine.jpg,13
Smart Shopping for Data: Driving Analytics Excellence in the Airlines Industry,"DECEMBER 4, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/12/Smart-Shopping-for-Data-Blog.jpg,5
"Mr. Hotelier, Four Signs It is Time to Change your Distribution Partner","NOVEMBER 29, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Four-Signs-It-is-Time-to-Change-your-Distribution-Partner-5.jpg,5
Adopting SCRUM in the Organization’s People Processes,"NOVEMBER 22, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Navigating-Constant-Consolidation-banner.jpg,3
How to Deliver Value In The Era Of Hospitality Industry Consolidation?,"NOVEMBER 19, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/Navigating-Constant-Consolidation-banner.jpg,4
What will define Long Term Success for Airlines,"NOVEMBER 11, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/11/airline.jpg,8
Challenges for Airline Revenue Managers Beyond 2020,"OCTOBER 23, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Airline-Revenue-Manager-PR-2.jpg,9
Navigating Constant Consolidation,"OCTOBER 21, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Airline-Revenue-Manager-Blog.jpg,8
Our point of view on Distribution Journey,"OCTOBER 17, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Distribution-blog-banner.jpg,8
Putting User Experience at the center of a new problem,"OCTOBER 15, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/ui-banner-1.jpg,10
The Last Distribution Challenge,"OCTOBER 15, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/10/Re-Configuring-The-Distribution-Models-For-The-Next-Gen-Distribution-Ecosystem.jpg,2
Can Car Rental analytics help make better investment decisions?,"OCTOBER 4, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/Can-Car-Rental-analytics-help-make-better-investment-decisions-2.jpg,8
Top 3 considerations for blueprinting your content transformation,"SEPTEMBER 21, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/blog-post.jpg,7
The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?,"SEPTEMBER 11, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/09/cargain.jpg,7
Delivering Duty of Care in the Age of Corporate Rogue Travel,"AUGUST 21, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/08/Delivering-Duty-of-Care-in-the-Age-of-Corporate-Rogue-Travel.jpg,5
Who is winning the experience game in travel and hospitality?,"JULY 22, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/07/Who-is-winning-the-experience-game-in-travel-and-hospitality-1.jpg,2
Airlines: Soaring on Ancillary Revenue,"JULY 18, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/07/Airlines-Soaring-on-Ancillary-Revenue.jpg,5
Transaction Tracking and Analytics: Steering Car Rental,"JUNE 24, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/06/car.jpg,5
Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing,"JUNE 24, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/06/car1.jpg,5
Busting a billion-dollar digital myth for cruise lines!,"FEBRUARY 8, 2019",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Cruise-Image-1218x609.jpg,6
The future of distribution strategy at your doorstep,"SEPTEMBER 24, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Dss-Blog-1200x600.jpg,4
"‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly","AUGUST 27, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/2-brandgain-1200x600.jpg,4
New Age Data is Driving Growth for Travel Package Providers,"AUGUST 24, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/1-packages-1200x600.jpg,3
Tackling content issues head-on,"JULY 16, 2018",,5
7 Top Trends In Hotel Distribution Today,"JULY 13, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Distribution-900x450.jpg,3
HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,"MAY 4, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/Retagain_HRS-1-764x382.jpg,3
Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,"APRIL 11, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/code_itinerary1-534x267.jpg,3
5 Ways to Improve Your Hotel's Visibility within Search Engines,"APRIL 9, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/SEO_HOTEL-1-650x325.png,3
Hitting a home run in automation tools,"APRIL 3, 2018",,3
Tapping the world’s no. 1 outbound travel market,"JANUARY 22, 2018",,3
It's 100% pure adrenaline! Introducing Distribution Strategy Studio,"JANUARY 11, 2018",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/madrid-TT-hres-2011_8-xlarge-1280x640.jpg,3
Your Hotel Reputation Matters to Your Revenue,"DECEMBER 11, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/bigstock-Reputation-Management-147765833-2800x1400-scaled.jpg,4
"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages","NOVEMBER 23, 2017",https://rategaincom.wpenginepowered.com/wp-content/uploads/2019/04/revenu_leakage_banner_mail1-754x377.jpg,3
Assessing the boom in travel startups,"NOVEMBER 21, 2017",,4
